Cod. Reg;Regione / Region;Cod. Prov.;Provincia / Province;Comune / Municipality;Cod. Istat;flag;Arrivi / Arrivals;;;;;;;;;;Presenze / Nights spent;;;;;;;;
;;;;;;;"Totale esercizi / 
Total accomm. establishments";;;"Esercizi alberghieri / 
Hotels and similar establishments";;;"Esercizi extra-alberghieri/ 
Other accomm. establishments";;;;"Totale esercizi / 
Total accomm. establishments";;;"Esercizi alberghieri / 
Hotels and similar establishments";;;"Esercizi extra-alberghieri/ 
Other accomm. establishments";;
;;;;;;;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals;;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals;Residenti / Residents;Non residenti / Non residents;Totale / Totals
 160 ;PUGLIA;073;TARANTO;Pulsano;073022;; 12.206 ; 1.325 ; 13.531 ; 10.299 ; 1.142 ; 11.441 ; 1.907 ; 183 ; 2.090 ;; 57.160 ; 5.673 ; 62.833 ; 48.329 ; 4.852 ; 53.181 ; 8.831 ; 821 ; 9.652 
 160 ;PUGLIA;073;TARANTO;San Giorgio Ionico;073024;; 1.320 ; 195 ; 1.515 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.420 ; 575 ; 2.995 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;073;TARANTO;Taranto;073027;; 71.827 ; 12.623 ; 84.450 ; 61.719 ; 10.661 ; 72.380 ; 10.108 ; 1.962 ; 12.070 ;; 174.119 ; 34.351 ; 208.470 ; 148.534 ; 29.694 ; 178.228 ; 25.585 ; 4.657 ; 30.242 
 160 ;PUGLIA;073;TARANTO;Torricella;073028;; 5.744 ; 423 ; 6.167 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 40.000 ; 2.089 ; 42.089 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;073;TARANTO;Altri comuni della Provincia di TARANTO; ;; 1.146 ; 69 ; 1.215 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.548 ; 317 ; 2.865 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;073;TARANTO;; ;; 236.786 ; 45.233 ; 282.019 ; 194.190 ; 33.617 ; 227.807 ; 42.596 ; 11.616 ; 54.212 ;; 934.445 ; 182.147 ; 1.116.592 ; 746.445 ; 139.979 ; 886.424 ; 188.000 ; 42.168 ; 230.168 
 160 ;PUGLIA;074;BRINDISI;Brindisi;074001;; 48.733 ; 22.098 ; 70.831 ; 44.075 ; 17.180 ; 61.255 ; 4.658 ; 4.918 ; 9.576 ;; 97.483 ; 51.642 ; 149.125 ; 86.628 ; 39.832 ; 126.460 ; 10.855 ; 11.810 ; 22.665 
 160 ;PUGLIA;074;BRINDISI;Carovigno;074002;; 67.560 ; 8.733 ; 76.293 ; 49.753 ; 6.772 ; 56.525 ; 17.807 ; 1.961 ; 19.768 ;; 403.174 ; 53.476 ; 456.650 ; 242.468 ; 35.880 ; 278.348 ; 160.706 ; 17.596 ; 178.302 
 160 ;PUGLIA;074;BRINDISI;Ceglie Messapica;074003;; 7.079 ; 1.884 ; 8.963 ; 5.996 ; 822 ; 6.818 ; 1.083 ; 1.062 ; 2.145 ;; 14.789 ; 9.859 ; 24.648 ; 11.273 ; 4.019 ; 15.292 ; 3.516 ; 5.840 ; 9.356 
 160 ;PUGLIA;074;BRINDISI;Cisternino;074005;; 11.693 ; 4.808 ; 16.501 ; 10.187 ; 3.666 ; 13.853 ; 1.506 ; 1.142 ; 2.648 ;; 33.417 ; 19.208 ; 52.625 ; 28.504 ; 13.674 ; 42.178 ; 4.913 ; 5.534 ; 10.447 
 160 ;PUGLIA;074;BRINDISI;Fasano;074007;; 96.981 ; 46.425 ; 143.406 ; 71.959 ; 34.593 ; 106.552 ; 25.022 ; 11.832 ; 36.854 ;; 410.968 ; 215.968 ; 626.936 ; 274.044 ; 165.283 ; 439.327 ; 136.924 ; 50.685 ; 187.609 
 160 ;PUGLIA;074;BRINDISI;Francavilla Fontana;074008;; 2.467 ; 185 ; 2.652 ; 1.865 ; 128 ; 1.993 ; 602 ; 57 ; 659 ;; 4.757 ; 467 ; 5.224 ; 2.960 ; 330 ; 3.290 ; 1.797 ; 137 ; 1.934 
 160 ;PUGLIA;074;BRINDISI;Mesagne;074010;; 10.786 ; 3.867 ; 14.653 ; 9.692 ; 3.723 ; 13.415 ; 1.094 ; 144 ; 1.238 ;; 25.051 ; 22.114 ; 47.165 ; 21.293 ; 21.597 ; 42.890 ; 3.758 ; 517 ; 4.275 
 160 ;PUGLIA;074;BRINDISI;Oria;074011;; 2.177 ; 504 ; 2.681 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 5.374 ; 2.044 ; 7.418 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;074;BRINDISI;Ostuni;074012;; 65.577 ; 29.763 ; 95.340 ; 47.767 ; 21.654 ; 69.421 ; 17.810 ; 8.109 ; 25.919 ;; 284.248 ; 110.858 ; 395.106 ; 189.862 ; 81.418 ; 271.280 ; 94.386 ; 29.440 ; 123.826 
 160 ;PUGLIA;074;BRINDISI;San Michele Salentino;074014;; 141 ; 112 ; 253 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 490 ; 885 ; 1.375 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;074;BRINDISI;San Pancrazio Salentino;074015;; 608 ; 121 ; 729 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.643 ; 417 ; 2.060 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;074;BRINDISI;San Vito dei Normanni;074017;; 5.462 ; 1.858 ; 7.320 ; 5.040 ; 1.285 ; 6.325 ; 422 ; 573 ; 995 ;; 12.537 ; 8.284 ; 20.821 ; 10.151 ; 4.150 ; 14.301 ; 2.386 ; 4.134 ; 6.520 
 160 ;PUGLIA;074;BRINDISI;Torchiarolo;074018;; 391 ; 76 ; 467 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.760 ; 332 ; 2.092 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;074;BRINDISI;Villa Castelli;074020;; 458 ; 73 ; 531 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.093 ; 255 ; 1.348 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;074;BRINDISI;Altri comuni della Provincia di BRINDISI; ;; 5.598 ; 963 ; 6.561 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 9.642 ; 3.741 ; 13.383 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;074;BRINDISI;; ;; 325.711 ; 121.470 ; 447.181 ; 253.193 ; 90.994 ; 344.187 ; 72.518 ; 30.476 ; 102.994 ;; 1.306.426 ; 499.550 ; 1.805.976 ; 879.688 ; 370.462 ; 1.250.150 ; 426.738 ; 129.088 ; 555.826 
 160 ;PUGLIA;075;LECCE;Alessano;075002;; 1.436 ; 437 ; 1.873 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.494 ; 1.772 ; 6.266 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Alezio;075003;; 743 ; 251 ; 994 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.174 ; 1.147 ; 4.321 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Alliste;075004;; 3.278 ; 570 ; 3.848 ; 2.796 ; 455 ; 3.251 ; 482 ; 115 ; 597 ;; 14.709 ; 2.795 ; 17.504 ; 12.644 ; 2.186 ; 14.830 ; 2.065 ; 609 ; 2.674 
 160 ;PUGLIA;075;LECCE;Andrano;075005;; 345 ; 71 ; 416 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.391 ; 290 ; 1.681 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Bagnolo del Salento;075008;; 242 ; 45 ; 287 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.421 ; 251 ; 1.672 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Cannole;075012;; 5.338 ; 88 ; 5.426 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 26.216 ; 331 ; 26.547 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Carmiano;075014;; 344 ; 113 ; 457 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.035 ; 407 ; 1.442 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Carpignano Salentino;075015;; 5.387 ; 1.572 ; 6.959 ; 4.159 ; 1.408 ; 5.567 ; 1.228 ; 164 ; 1.392 ;; 14.910 ; 6.361 ; 21.271 ; 9.668 ; 5.574 ; 15.242 ; 5.242 ; 787 ; 6.029 
 160 ;PUGLIA;075;LECCE;Casarano;075016;; 1.963 ; 231 ; 2.194 ; 1.268 ; 113 ; 1.381 ; 695 ; 118 ; 813 ;; 6.252 ; 875 ; 7.127 ; 2.790 ; 394 ; 3.184 ; 3.462 ; 481 ; 3.943 
 160 ;PUGLIA;075;LECCE;Castrignano del Capo;075019;; 19.486 ; 5.880 ; 25.366 ; 15.327 ; 4.871 ; 20.198 ; 4.159 ; 1.009 ; 5.168 ;; 84.416 ; 16.049 ; 100.465 ; 70.547 ; 13.625 ; 84.172 ; 13.869 ; 2.424 ; 16.293 
 160 ;PUGLIA;075;LECCE;Cavallino;075020;; 824 ; 192 ; 1.016 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.776 ; 672 ; 3.448 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Copertino;075022;; 1.632 ; 62 ; 1.694 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.037 ; 385 ; 4.422 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Corigliano d'Otranto;075023;; 2.576 ; 1.469 ; 4.045 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 7.257 ; 5.790 ; 13.047 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Cursi;075025;; 185 ; 65 ; 250 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 741 ; 255 ; 996 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Cutrofiano;075026;; 1.561 ; 499 ; 2.060 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.475 ; 1.977 ; 6.452 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Diso;075027;; 1.673 ; 582 ; 2.255 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 27.515 ; 4.046 ; 31.561 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Gagliano del Capo;075028;; 4.904 ; 1.566 ; 6.470 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 25.840 ; 6.967 ; 32.807 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Galatina;075029;; 4.866 ; 629 ; 5.495 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 13.348 ; 2.001 ; 15.349 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Galatone;075030;; 2.123 ; 539 ; 2.662 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 6.706 ; 1.884 ; 8.590 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Gallipoli;075031;; 89.361 ; 24.358 ; 113.719 ; 42.117 ; 14.412 ; 56.529 ; 47.244 ; 9.946 ; 57.190 ;; 411.563 ; 93.097 ; 504.660 ; 151.020 ; 49.453 ; 200.473 ; 260.543 ; 43.644 ; 304.187 
 160 ;PUGLIA;075;LECCE;Giurdignano;075033;; 3.054 ; 2.350 ; 5.404 ; 1.717 ; 1.994 ; 3.711 ; 1.337 ; 356 ; 1.693 ;; 12.260 ; 8.783 ; 21.043 ; 6.725 ; 7.386 ; 14.111 ; 5.535 ; 1.397 ; 6.932 
 160 ;PUGLIA;075;LECCE;Lecce;075035;; 187.537 ; 75.292 ; 262.829 ; 158.823 ; 55.881 ; 214.704 ; 28.714 ; 19.411 ; 48.125 ;; 454.121 ; 190.401 ; 644.522 ; 343.821 ; 135.725 ; 479.546 ; 110.300 ; 54.676 ; 164.976 
 160 ;PUGLIA;075;LECCE;Lequile;075036;; 3.386 ; 601 ; 3.987 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 9.457 ; 2.051 ; 11.508 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Leverano;075037;; 2.245 ; 454 ; 2.699 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 9.534 ; 1.577 ; 11.111 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Lizzanello;075038;; 3.404 ; 447 ; 3.851 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 17.917 ; 2.023 ; 19.940 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Maglie;075039;; 4.499 ; 731 ; 5.230 ; 3.727 ; 635 ; 4.362 ; 772 ; 96 ; 868 ;; 11.122 ; 2.036 ; 13.158 ; 7.874 ; 1.715 ; 9.589 ; 3.248 ; 321 ; 3.569 
 160 ;PUGLIA;075;LECCE;Martano;075040;; 2.109 ; 1.134 ; 3.243 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 7.337 ; 4.883 ; 12.220 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Matino;075042;; 1.124 ; 89 ; 1.213 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.087 ; 532 ; 3.619 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Melendugno;075043;; 67.034 ; 5.256 ; 72.290 ; 48.857 ; 2.302 ; 51.159 ; 18.177 ; 2.954 ; 21.131 ;; 451.242 ; 23.695 ; 474.937 ; 345.703 ; 12.561 ; 358.264 ; 105.539 ; 11.134 ; 116.673 
 160 ;PUGLIA;075;LECCE;Minervino di Lecce;075047;; 4.982 ; 1.196 ; 6.178 ; 4.507 ; 822 ; 5.329 ; 475 ; 374 ; 849 ;; 33.550 ; 9.806 ; 43.356 ; 31.796 ; 8.394 ; 40.190 ; 1.754 ; 1.412 ; 3.166 
 160 ;PUGLIA;075;LECCE;Monteroni di Lecce;075048;; 906 ; 83 ; 989 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.030 ; 276 ; 2.306 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Morciano di Leuca;075050;; 6.044 ; 488 ; 6.532 ; 4.138 ; 222 ; 4.360 ; 1.906 ; 266 ; 2.172 ;; 37.302 ; 2.300 ; 39.602 ; 28.414 ; 1.400 ; 29.814 ; 8.888 ; 900 ; 9.788 
 160 ;PUGLIA;075;LECCE;Muro Leccese;075051;; 1.527 ; 254 ; 1.781 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 4.834 ; 917 ; 5.751 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Nardò;075052;; 31.349 ; 4.884 ; 36.233 ; 19.866 ; 3.576 ; 23.442 ; 11.483 ; 1.308 ; 12.791 ;; 207.548 ; 30.102 ; 237.650 ; 130.942 ; 24.422 ; 155.364 ; 76.606 ; 5.680 ; 82.286 
 160 ;PUGLIA;075;LECCE;Novoli;075055;; 435 ; 133 ; 568 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.243 ; 495 ; 1.738 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Ortelle;075056;; 565 ; 783 ; 1.348 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.214 ; 3.413 ; 5.627 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Otranto;075057;; 111.038 ; 26.683 ; 137.721 ; 63.462 ; 19.003 ; 82.465 ; 47.576 ; 7.680 ; 55.256 ;; 626.433 ; 100.913 ; 727.346 ; 304.060 ; 65.437 ; 369.497 ; 322.373 ; 35.476 ; 357.849 
 160 ;PUGLIA;075;LECCE;Palmariggi;075058;; 332 ; 48 ; 380 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.374 ; 239 ; 1.613 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Parabita;075059;; 755 ; 272 ; 1.027 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.348 ; 1.168 ; 4.516 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Patù;075060;; 3.214 ; 1.910 ; 5.124 ; 2.736 ; 1.698 ; 4.434 ; 478 ; 212 ; 690 ;; 12.183 ; 9.878 ; 22.061 ; 9.796 ; 8.633 ; 18.429 ; 2.387 ; 1.245 ; 3.632 
 160 ;PUGLIA;075;LECCE;Poggiardo;075061;; 2.698 ; 138 ; 2.836 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 7.297 ; 570 ; 7.867 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Presicce;075062;; 5.092 ; 420 ; 5.512 ; 4.627 ; 361 ; 4.988 ; 465 ; 59 ; 524 ;; 28.636 ; 2.464 ; 31.100 ; 26.236 ; 2.171 ; 28.407 ; 2.400 ; 293 ; 2.693 
 160 ;PUGLIA;075;LECCE;Racale;075063;; 1.114 ; 174 ; 1.288 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 7.289 ; 1.245 ; 8.534 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Ruffano;075064;; 232 ; 94 ; 326 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 829 ; 345 ; 1.174 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Salice Salentino;075065;; 873 ; 111 ; 984 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 3.050 ; 396 ; 3.446 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Salve;075066;; 14.588 ; 887 ; 15.475 ; 7.755 ; 292 ; 8.047 ; 6.833 ; 595 ; 7.428 ;; 104.858 ; 4.748 ; 109.606 ; 59.397 ; 1.987 ; 61.384 ; 45.461 ; 2.761 ; 48.222 
 160 ;PUGLIA;075;LECCE;Sanarica;075067;; 153 ; 46 ; 199 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 990 ; 177 ; 1.167 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;San Cesario di Lecce;075068;; 330 ; 44 ; 374 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.193 ; 208 ; 1.401 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Sannicola;075070;; 1.917 ; 450 ; 2.367 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 8.466 ; 1.814 ; 10.280 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Santa Cesarea Terme;075072;; 18.375 ; 3.173 ; 21.548 ; 13.619 ; 2.511 ; 16.130 ; 4.756 ; 662 ; 5.418 ;; 78.259 ; 11.334 ; 89.593 ; 57.439 ; 9.061 ; 66.500 ; 20.820 ; 2.273 ; 23.093 
 160 ;PUGLIA;075;LECCE;Specchia;075077;; 969 ; 243 ; 1.212 ; 457 ; 180 ; 637 ; 512 ; 63 ; 575 ;; 4.139 ; 1.084 ; 5.223 ; 1.897 ; 879 ; 2.776 ; 2.242 ; 205 ; 2.447 
 160 ;PUGLIA;075;LECCE;Spongano;075078;; 258 ; 132 ; 390 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.415 ; 917 ; 2.332 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Squinzano;075079;; 252 ; 133 ; 385 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 666 ; 694 ; 1.360 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Sternatia;075080;; 473 ; 469 ; 942 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.804 ; 1.571 ; 3.375 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Supersano;075081;; 407 ; 90 ; 497 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.400 ; 267 ; 1.667 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Taviano;075085;; 2.525 ; 221 ; 2.746 ; 1.011 ; 126 ; 1.137 ; 1.514 ; 95 ; 1.609 ;; 12.658 ; 842 ; 13.500 ; 2.766 ; 393 ; 3.159 ; 9.892 ; 449 ; 10.341 
 160 ;PUGLIA;075;LECCE;Trepuzzi;075087;; 522 ; 23 ; 545 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.689 ; 93 ; 1.782 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Tricase;075088;; 6.471 ; 817 ; 7.288 ; 4.543 ; 640 ; 5.183 ; 1.928 ; 177 ; 2.105 ;; 15.610 ; 2.960 ; 18.570 ; 8.856 ; 2.275 ; 11.131 ; 6.754 ; 685 ; 7.439 
 160 ;PUGLIA;075;LECCE;Tuglie;075089;; 1.807 ; 578 ; 2.385 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 7.812 ; 2.528 ; 10.340 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Ugento;075090;; 87.385 ; 20.232 ; 107.617 ; 61.196 ; 16.658 ; 77.854 ; 26.189 ; 3.574 ; 29.763 ;; 661.184 ; 169.685 ; 830.869 ; 433.863 ; 144.522 ; 578.385 ; 227.321 ; 25.163 ; 252.484 
 160 ;PUGLIA;075;LECCE;Uggiano la Chiesa;075091;; 4.690 ; 1.459 ; 6.149 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 18.916 ; 5.285 ; 24.201 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Veglie;075092;; 490 ; 33 ; 523 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 2.348 ; 148 ; 2.496 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Vernole;075093;; 10.012 ; 1.996 ; 12.008 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 48.352 ; 9.547 ; 57.899 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Zollino;075094;; 256 ; 320 ; 576 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 1.390 ; 2.218 ; 3.608 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;Castro;075096;; 7.877 ; 1.967 ; 9.844 ; 6.401 ; 1.798 ; 8.199 ; 1.476 ; 169 ; 1.645 ;; 25.185 ; 6.096 ; 31.281 ; 20.689 ; 5.625 ; 26.314 ; 4.496 ; 471 ; 4.967 
 160 ;PUGLIA;075;LECCE;Porto Cesareo;075097;; 49.385 ; 9.546 ; 58.931 ; 28.428 ; 8.219 ; 36.647 ; 20.957 ; 1.327 ; 22.284 ;; 268.442 ; 52.067 ; 320.509 ; 142.511 ; 47.024 ; 189.535 ; 125.931 ; 5.043 ; 130.974 
 160 ;PUGLIA;075;LECCE;Altri comuni della Provincia di LECCE; ;; 2.709 ; 553 ; 3.262 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 11.063 ; 2.520 ; 13.583 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
 160 ;PUGLIA;075;LECCE;; ;; 805.666 ; 206.656 ; 1.012.322 ; 535.341 ; 145.416 ; 680.757 ; 270.325 ; 61.240 ; 331.565 ;; 3.895.352 ; 824.663 ; 4.720.015 ; 2.326.264 ; 579.555 ; 2.905.819 ; 1.569.088 ; 245.108 ; 1.814.196 
 160 ;PUGLIA;110;BARLETTA-ANDRIA-TRANI;Andria;110001;; 14.523 ; 3.096 ; 17.619 ; 9.984 ; 1.747 ; 11.731 ; 4.539 ; 1.349 ; 5.888 ;; 27.461 ; 6.221 ; 33.682 ; 18.862 ; 3.367 ; 22.229 ; 8.599 ; 2.854 ; 11.453 
 160 ;PUGLIA;110;BARLETTA-ANDRIA-TRANI;Barletta;110002;; 32.718 ; 8.764 ; 41.482 ; 25.994 ; 6.837 ; 32.831 ; 6.724 ; 1.927 ; 8.651 ;; 63.051 ; 22.617 ; 85.668 ; 48.176 ; 17.049 ; 65.225 ; 14.875 ; 5.568 ; 20.443 
 160 ;PUGLIA;110;BARLETTA-ANDRIA-TRANI;Bisceglie;110003;; 28.313 ; 6.690 ; 35.003 ; 24.405 ; 4.950 ; 29.355 ; 3.908 ; 1.740 ; 5.648 ;; 53.909 ; 19.765 ; 73.674 ; 44.117 ; 14.673 ; 58.790 ; 9.792 ; 5.092 ; 14.884 
 160 ;PUGLIA;110;BARLETTA-ANDRIA-TRANI;Canosa di Puglia;110004;; 4.658 ; 849 ; 5.507 ; 3.757 ; 409 ; 4.166 ; 901 ; 440 ; 1.341 ;; 7.248 ; 1.936 ; 9.184 ; 5.394 ; 882 ; 6.276 ; 1.854 ; 1.054 ; 2.908 
 160 ;PUGLIA;110;BARLETTA-ANDRIA-TRANI;Margherita di Savoia;110005;; 6.617 ; 992 ; 7.609 ; 4.632 ; 813 ; 5.445 ; 1.985 ; 179 ; 2.164 ;; 33.055 ; 3.219 ; 36.274 ; 24.043 ; 2.732 ; 26.775 ; 9.012 ; 487 ; 9.499 
 160 ;PUGLIA;110;BARLETTA-ANDRIA-TRANI;Spinazzola;110008;; 293 ; 22 ; 315 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) ;; 999 ; 293 ; 1.292 ; (*) ; (*) ; (*) ; (*) ; (*) ; (*) 
